id,code,decor,structure,name,url,category,sellUnit,label,length,width,description,isNew,thickness,side,producer,additional_info,price_600_m_1,price_700_m_1,price_800_m_1,price_900_m_1,price_1200_m_1,price_600_m_2,price_700_m_2,price_800_m_2,price_900_m_2,price_1200_m_2,url + code
recD0y2aLYEHxQHO9,J_6263_FUN_3050_4200_38,6263,FUN,DĄB SALERNO,https://qr-codes-page.vercel.app/product/recD0y2aLYEHxQHO9,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 94,49","PLN 193,53","PLN 201,33","PLN 209,11","PLN 231,86","PLN 154,71","PLN 196,65","PLN 204,63","PLN 212,61","PLN 207,88","https://qr-codes-page.vercel.app/product/recD0y2aLYEHxQHO9, J_6263_FUN_3050_4200_38"
recman54EdkQS0BdE,J_6280_FUN_3050_4200_38,6280,FUN,DĄB SANCTUARIUM,https://qr-codes-page.vercel.app/product/recman54EdkQS0BdE,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 94,49","PLN 193,53","PLN 201,33","PLN 209,11","PLN 231,86","PLN 154,71","PLN 196,65","PLN 204,63","PLN 212,61","PLN 207,88","https://qr-codes-page.vercel.app/product/recman54EdkQS0BdE, J_6280_FUN_3050_4200_38"
recnH6YWjqWpUVZO1,J_256_ST87_3050_4200_38,256,ST87,ŁUPEK,https://qr-codes-page.vercel.app/product/recnH6YWjqWpUVZO1,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 94,49","PLN 193,53","PLN 201,33","PLN 209,11","PLN 231,86","PLN 154,71","PLN 196,65","PLN 204,63","PLN 212,61","PLN 207,88","https://qr-codes-page.vercel.app/product/recnH6YWjqWpUVZO1, J_256_ST87_3050_4200_38"
recK3kwyWQxlGoOYv,J_5057_MOON_3050_38,5057,MOON,MARMUR CASTILLA,https://qr-codes-page.vercel.app/product/recK3kwyWQxlGoOYv,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 94,49","PLN 193,53","PLN 201,33","PLN 209,11","PLN 231,86","PLN 154,71","PLN 196,65","PLN 204,63","PLN 212,61","PLN 207,88","https://qr-codes-page.vercel.app/product/recK3kwyWQxlGoOYv, J_5057_MOON_3050_38"
recmS05ijyArmc0ej,J_202_MG_3050_4200_38,202,MG,MARMUR CZARNY,https://qr-codes-page.vercel.app/product/recmS05ijyArmc0ej,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 94,49","PLN 193,53","PLN 201,33","PLN 209,11","PLN 231,86","PLN 154,71","PLN 196,65","PLN 204,63","PLN 212,61","PLN 207,88","https://qr-codes-page.vercel.app/product/recmS05ijyArmc0ej, J_202_MG_3050_4200_38"
recT7fnHm82E9wcVr,J_461_ST10_3050_4200_38,461,ST10,METAL ANTRACYTOWY,https://qr-codes-page.vercel.app/product/recT7fnHm82E9wcVr,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 94,49","PLN 193,53","PLN 201,33","PLN 209,11","PLN 231,86","PLN 154,71","PLN 196,65","PLN 204,63","PLN 212,61","PLN 207,88","https://qr-codes-page.vercel.app/product/recT7fnHm82E9wcVr, J_461_ST10_3050_4200_38"
recssNH1mgwwpsusw,J_221_ST87_3050_4200_38,221,ST87,TESSINA KREM,https://qr-codes-page.vercel.app/product/recssNH1mgwwpsusw,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 94,49","PLN 193,53","PLN 201,33","PLN 209,11","PLN 231,86","PLN 154,71","PLN 196,65","PLN 204,63","PLN 212,61","PLN 207,88","https://qr-codes-page.vercel.app/product/recssNH1mgwwpsusw, J_221_ST87_3050_4200_38"
recA2ISQCnhAldCfT,J_6309_FUN_3050_38,6309,FUN,ZŁOTE DREWNO,https://qr-codes-page.vercel.app/product/recA2ISQCnhAldCfT,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 94,49","PLN 193,53","PLN 201,33","PLN 209,11","PLN 231,86","PLN 154,71","PLN 196,65","PLN 204,63","PLN 212,61","PLN 207,88","https://qr-codes-page.vercel.app/product/recA2ISQCnhAldCfT, J_6309_FUN_3050_38"
recpHnu8NYrYhNzMP,J_9999_P_3050_38,9999,P,ALHAMBRA,https://qr-codes-page.vercel.app/product/recpHnu8NYrYhNzMP,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 98,46","PLN 205,91","PLN 213,70","PLN 221,50","PLN 244,24","PLN 160,89","PLN 209,03","PLN 217,00","PLN 224,98","PLN 218,59","https://qr-codes-page.vercel.app/product/recpHnu8NYrYhNzMP, J_9999_P_3050_38"
rec5qPJjOhckrzUnC,J_274_MG_3050_4200_38,274,MG,BETON JASNY,https://qr-codes-page.vercel.app/product/rec5qPJjOhckrzUnC,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 98,46","PLN 205,91","PLN 213,70","PLN 221,50","PLN 244,24","PLN 160,89","PLN 209,03","PLN 217,00","PLN 224,98","PLN 218,59","https://qr-codes-page.vercel.app/product/rec5qPJjOhckrzUnC, J_274_MG_3050_4200_38"
recP7Hvvdafxezryy,J_2810_SK_3050_38,2810,SK,BETON TAIGA,https://qr-codes-page.vercel.app/product/recP7Hvvdafxezryy,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 98,46","PLN 205,91","PLN 213,70","PLN 221,50","PLN 244,24","PLN 160,89","PLN 209,03","PLN 217,00","PLN 224,98","PLN 218,59","https://qr-codes-page.vercel.app/product/recP7Hvvdafxezryy, J_2810_SK_3050_38"
recqzRQAf6bhRSsNB,J_4100_P_3050_4200_38,4100,P,BIAŁY,https://qr-codes-page.vercel.app/product/recqzRQAf6bhRSsNB,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 98,46","PLN 205,91","PLN 213,70","PLN 221,50","PLN 244,24","PLN 160,89","PLN 209,03","PLN 217,00","PLN 224,98","PLN 218,59","https://qr-codes-page.vercel.app/product/recqzRQAf6bhRSsNB, J_4100_P_3050_4200_38"
recZrN2JIUKXHftTt,J_8681_P_3050_4200_38,8681,P,BIAŁY BRYLANTOWY,https://qr-codes-page.vercel.app/product/recZrN2JIUKXHftTt,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 98,46","PLN 205,91","PLN 213,70","PLN 221,50","PLN 244,24","PLN 160,89","PLN 209,03","PLN 217,00","PLN 224,98","PLN 218,59","https://qr-codes-page.vercel.app/product/recZrN2JIUKXHftTt, J_8681_P_3050_4200_38"
recGJ2BQqv8ZkZg0X,J_999_ST89_3050_4200_38,999,ST89,CZARNY,https://qr-codes-page.vercel.app/product/recGJ2BQqv8ZkZg0X,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 98,46","PLN 205,91","PLN 213,70","PLN 221,50","PLN 244,24","PLN 160,89","PLN 209,03","PLN 217,00","PLN 224,98","PLN 218,59","https://qr-codes-page.vercel.app/product/recGJ2BQqv8ZkZg0X, J_999_ST89_3050_4200_38"
recVfA59L45yoKoXP,J_6287_FUN_3050_38,6287,FUN,DĄB DZIKI,https://qr-codes-page.vercel.app/product/recVfA59L45yoKoXP,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 98,46","PLN 205,91","PLN 213,70","PLN 221,50","PLN 244,24","PLN 160,89","PLN 209,03","PLN 217,00","PLN 224,98","PLN 218,59","https://qr-codes-page.vercel.app/product/recVfA59L45yoKoXP, J_6287_FUN_3050_38"
recVGRto8ckgpWEh5,J_6205_FUN_3050_4200_38,6205,FUN,DĄB LOCKSLEY,https://qr-codes-page.vercel.app/product/recVGRto8ckgpWEh5,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 98,46","PLN 205,91","PLN 213,70","PLN 221,50","PLN 244,24","PLN 160,89","PLN 209,03","PLN 217,00","PLN 224,98","PLN 218,59","https://qr-codes-page.vercel.app/product/recVGRto8ckgpWEh5, J_6205_FUN_3050_4200_38"
recCdFLduWLAkmyaL,J_3157_ST19_3050_4200_38,3157,ST19,DĄB VINCENZA,https://qr-codes-page.vercel.app/product/recCdFLduWLAkmyaL,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 98,46","PLN 205,91","PLN 213,70","PLN 221,50","PLN 244,24","PLN 160,89","PLN 209,03","PLN 217,00","PLN 224,98","PLN 218,59","https://qr-codes-page.vercel.app/product/recCdFLduWLAkmyaL, J_3157_ST19_3050_4200_38"
recNdzleBasRaMEnZ,J_5568_P_3050_38,5568,P,EVEREST,https://qr-codes-page.vercel.app/product/recNdzleBasRaMEnZ,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 98,46","PLN 205,91","PLN 213,70","PLN 221,50","PLN 244,24","PLN 160,89","PLN 209,03","PLN 217,00","PLN 224,98","PLN 218,59","https://qr-codes-page.vercel.app/product/recNdzleBasRaMEnZ, J_5568_P_3050_38"
recWGYy9tuK3BXVbd,J_113_ST75_3050_4200_38,113,ST75,MARMUR SAHARA,https://qr-codes-page.vercel.app/product/recWGYy9tuK3BXVbd,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 98,46","PLN 205,91","PLN 213,70","PLN 221,50","PLN 244,24","PLN 160,89","PLN 209,03","PLN 217,00","PLN 224,98","PLN 218,59","https://qr-codes-page.vercel.app/product/recWGYy9tuK3BXVbd, J_113_ST75_3050_4200_38"
rec75kGiYlC3gLuU8,J_963_ST9_3050_4200_38,963,ST9,SZARY DIAMENTOWY,https://qr-codes-page.vercel.app/product/rec75kGiYlC3gLuU8,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 98,46","PLN 205,91","PLN 213,70","PLN 221,50","PLN 244,24","PLN 160,89","PLN 209,03","PLN 217,00","PLN 224,98","PLN 218,59","https://qr-codes-page.vercel.app/product/rec75kGiYlC3gLuU8, J_963_ST9_3050_4200_38"
recuaQLjJ8Of37bZz,J_2699_GR_3050_38,2699,GR,GRANIT CZARNY,https://qr-codes-page.vercel.app/product/recuaQLjJ8Of37bZz,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 101,11","PLN 211,43","PLN 219,23","PLN 227,01","PLN 249,76","PLN 163,65","PLN 214,55","PLN 222,53","PLN 230,51","PLN 222,43","https://qr-codes-page.vercel.app/product/recuaQLjJ8Of37bZz, J_2699_GR_3050_38"
reczKwVHPqwXftlU8,J_7732_AET_3050_38,7732,AET,GRANIT MIODOWY,https://qr-codes-page.vercel.app/product/reczKwVHPqwXftlU8,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 101,11","PLN 211,43","PLN 219,23","PLN 227,01","PLN 249,76","PLN 163,65","PLN 214,55","PLN 222,53","PLN 230,51","PLN 222,43","https://qr-codes-page.vercel.app/product/reczKwVHPqwXftlU8, J_7732_AET_3050_38"
rec3WWs29PAzsqRxC,J_F200_ST76_3050_4200_38,F200,ST76,MARMUR CUPRIANOWOŚĆ,https://qr-codes-page.vercel.app/product/rec3WWs29PAzsqRxC,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 101,11","PLN 211,43","PLN 219,23","PLN 227,01","PLN 249,76","PLN 163,65","PLN 214,55","PLN 222,53","PLN 230,51","PLN 222,43","https://qr-codes-page.vercel.app/product/rec3WWs29PAzsqRxC, J_F200_ST76_3050_4200_38"
recjgHPgg53AMGLDf,J_F7024_ST76_3050_4200_38,F7024,ST76,MARMUR CASPIO JASNYNOWOŚĆ,https://qr-codes-page.vercel.app/product/recjgHPgg53AMGLDf,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 101,11","PLN 211,43","PLN 219,23","PLN 227,01","PLN 249,76","PLN 163,65","PLN 214,55","PLN 222,53","PLN 230,51","PLN 222,43","https://qr-codes-page.vercel.app/product/recjgHPgg53AMGLDf, J_F7024_ST76_3050_4200_38"
recEu6YQgi0DDHOUI,J_F7025_ST76_3050_4200_38,F7025,ST76,MARMUR CASPIO SZARYNOWOŚĆ,https://qr-codes-page.vercel.app/product/recEu6YQgi0DDHOUI,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 101,11","PLN 211,43","PLN 219,23","PLN 227,01","PLN 249,76","PLN 163,65","PLN 214,55","PLN 222,53","PLN 230,51","PLN 222,43","https://qr-codes-page.vercel.app/product/recEu6YQgi0DDHOUI, J_F7025_ST76_3050_4200_38"
recERxK7gvQTZFmvm,J_5090 (990P)_P_3050_38,5090 (990P),P,MARMUR CREAM CARRARANOWOŚĆ,https://qr-codes-page.vercel.app/product/recERxK7gvQTZFmvm,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 101,11","PLN 211,43","PLN 219,23","PLN 227,01","PLN 249,76","PLN 163,65","PLN 214,55","PLN 222,53","PLN 230,51","PLN 222,43","https://qr-codes-page.vercel.app/product/recERxK7gvQTZFmvm, J_5090 (990P)_P_3050_38"
recd3ZKzPW41ghBaw,J_580_P_3050_4200_38,580,P,TRAWERTYN,https://qr-codes-page.vercel.app/product/recd3ZKzPW41ghBaw,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 101,11","PLN 211,43","PLN 219,23","PLN 227,01","PLN 249,76","PLN 163,65","PLN 214,55","PLN 222,53","PLN 230,51","PLN 222,43","https://qr-codes-page.vercel.app/product/recd3ZKzPW41ghBaw, J_580_P_3050_4200_38"
recpJu6GtP1r2aQ5I,J_6254_RW_3050_38,6254,RW,AMBER,https://qr-codes-page.vercel.app/product/recpJu6GtP1r2aQ5I,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 110,38","PLN 233,60","PLN 241,39","PLN 249,18","PLN 271,93","PLN 174,74","PLN 236,71","PLN 244,69","PLN 252,67","PLN 242,88","https://qr-codes-page.vercel.app/product/recpJu6GtP1r2aQ5I, J_6254_RW_3050_38"
recqGastVNurIDP1b,J_6227_RW_3050_38,6227,RW,GRANIT JANTAR,https://qr-codes-page.vercel.app/product/recqGastVNurIDP1b,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 110,38","PLN 233,60","PLN 241,39","PLN 249,18","PLN 271,93","PLN 174,74","PLN 236,71","PLN 244,69","PLN 252,67","PLN 242,88","https://qr-codes-page.vercel.app/product/recqGastVNurIDP1b, J_6227_RW_3050_38"
rec9JfrTtevKjxjb9,J_5544_P_3050_38,5544,P,MARMUR CZARNY,https://qr-codes-page.vercel.app/product/rec9JfrTtevKjxjb9,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 110,38","PLN 233,60","PLN 241,39","PLN 249,18","PLN 271,93","PLN 174,74","PLN 236,71","PLN 244,69","PLN 252,67","PLN 242,88","https://qr-codes-page.vercel.app/product/rec9JfrTtevKjxjb9, J_5544_P_3050_38"
recLm1sffJUfwsTDk,J_2273_STU_3050_38,2273,STU,MARMUR YANG,https://qr-codes-page.vercel.app/product/recLm1sffJUfwsTDk,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 110,38","PLN 233,60","PLN 241,39","PLN 249,18","PLN 271,93","PLN 174,74","PLN 236,71","PLN 244,69","PLN 252,67","PLN 242,88","https://qr-codes-page.vercel.app/product/recLm1sffJUfwsTDk, J_2273_STU_3050_38"
recESEDOwoK7pNEKT,J_2272_STU_3050_38,2272,STU,MARMUR YIN,https://qr-codes-page.vercel.app/product/recESEDOwoK7pNEKT,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 110,38","PLN 233,60","PLN 241,39","PLN 249,18","PLN 271,93","PLN 174,74","PLN 236,71","PLN 244,69","PLN 252,67","PLN 242,88","https://qr-codes-page.vercel.app/product/recESEDOwoK7pNEKT, J_2272_STU_3050_38"
recT9x67Fp2dSXOWl,J_5546_P_3050_38,5546,P,SALAMANCA,https://qr-codes-page.vercel.app/product/recT9x67Fp2dSXOWl,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 110,38","PLN 233,60","PLN 241,39","PLN 249,18","PLN 271,93","PLN 174,74","PLN 236,71","PLN 244,69","PLN 252,67","PLN 242,88","https://qr-codes-page.vercel.app/product/recT9x67Fp2dSXOWl, J_5546_P_3050_38"
recuCFADC5HofvLjp,J_2279_STU_3050_38,2279,STU,SREBRNE PALAZIO,https://qr-codes-page.vercel.app/product/recuCFADC5HofvLjp,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 110,38","PLN 233,60","PLN 241,39","PLN 249,18","PLN 271,93","PLN 174,74","PLN 236,71","PLN 244,69","PLN 252,67","PLN 242,88","https://qr-codes-page.vercel.app/product/recuCFADC5HofvLjp, J_2279_STU_3050_38"
recYT6WWRGTvelHxb,J_101_P_3050_38,101,P,ANDROMEDA PORCELANOWA,https://qr-codes-page.vercel.app/product/recYT6WWRGTvelHxb,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 114,90","PLN 254,58","PLN 262,38","PLN 270,16","PLN 292,91","PLN 185,23","PLN 257,70","PLN 265,68","PLN 273,65","PLN 255,82","https://qr-codes-page.vercel.app/product/recYT6WWRGTvelHxb, J_101_P_3050_38"
rechnY9YQP1AA9un6,J_190W_P_3050_38,190W,P,ANDROMEDA CZARNA,https://qr-codes-page.vercel.app/product/rechnY9YQP1AA9un6,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 114,90","PLN 254,58","PLN 262,38","PLN 270,16","PLN 292,91","PLN 185,23","PLN 257,70","PLN 265,68","PLN 273,65","PLN 255,82","https://qr-codes-page.vercel.app/product/rechnY9YQP1AA9un6, J_190W_P_3050_38"
recCKVQHwak4mj6Go,J_8830_CER_3050_38,8830,CER,BETON ELEMENTAL,https://qr-codes-page.vercel.app/product/recCKVQHwak4mj6Go,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 114,90","PLN 254,58","PLN 262,38","PLN 270,16","PLN 292,91","PLN 185,23","PLN 257,70","PLN 265,68","PLN 273,65","PLN 255,82","https://qr-codes-page.vercel.app/product/recCKVQHwak4mj6Go, J_8830_CER_3050_38"
recmkxVQzJ8Q5iKTN,J_3421_P_3050_38,3421,P,BIANCA LUNA,https://qr-codes-page.vercel.app/product/recmkxVQzJ8Q5iKTN,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 114,90","PLN 254,58","PLN 262,38","PLN 270,16","PLN 292,91","PLN 185,23","PLN 257,70","PLN 265,68","PLN 273,65","PLN 255,82","https://qr-codes-page.vercel.app/product/recmkxVQzJ8Q5iKTN, J_3421_P_3050_38"
recIjD0SJaMeCYVuy,J_8833_CER_3050_38,8833,CER,GRAFIT ELEMENTAL,https://qr-codes-page.vercel.app/product/recIjD0SJaMeCYVuy,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 114,90","PLN 254,58","PLN 262,38","PLN 270,16","PLN 292,91","PLN 185,23","PLN 257,70","PLN 265,68","PLN 273,65","PLN 255,82","https://qr-codes-page.vercel.app/product/recIjD0SJaMeCYVuy, J_8833_CER_3050_38"
recFr1HcIUKU39oHD,J_9482_AET_3050_38,9482,AET,MARMUR CAPPUCINO,https://qr-codes-page.vercel.app/product/recFr1HcIUKU39oHD,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 114,90","PLN 254,58","PLN 262,38","PLN 270,16","PLN 292,91","PLN 185,23","PLN 257,70","PLN 265,68","PLN 273,65","PLN 255,82","https://qr-codes-page.vercel.app/product/recFr1HcIUKU39oHD, J_9482_AET_3050_38"
recyO2cshCLoKWlfK,J_3010_P_3050_38,3010,P,GLITTER STONE,https://qr-codes-page.vercel.app/product/recyO2cshCLoKWlfK,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 114,90","PLN 254,58","PLN 262,38","PLN 270,16","PLN 292,91","PLN 185,23","PLN 257,70","PLN 265,68","PLN 273,65","PLN 255,82","https://qr-codes-page.vercel.app/product/recyO2cshCLoKWlfK, J_3010_P_3050_38"
recEQo5pHPdLDSA0z,J_3450_RAD_3050_38,3450,RAD,MINERAL JET,https://qr-codes-page.vercel.app/product/recEQo5pHPdLDSA0z,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,38,1_2,Juan,,"PLN 114,90","PLN 254,58","PLN 262,38","PLN 270,16","PLN 292,91","PLN 185,23","PLN 257,70","PLN 265,68","PLN 273,65","PLN 255,82","https://qr-codes-page.vercel.app/product/recEQo5pHPdLDSA0z, J_3450_RAD_3050_38"